nTimes,nXtrack,ColumnAmountSO2,latitude,longitude,time
43,9,-0.043884743,-68.95841,-69.76746,2024-12-06 06:51:16.881024896
43,10,-0.011899572,-69.71697,-74.73811,2024-12-06 07:51:16.881024896
43,11,0.023728246,-70.11544,-78.376076,2024-12-06 08:51:16.881024896
43,12,0.047167215,-70.36111,-81.541954,2024-12-06 09:51:16.881024896
43,13,0.060289077,-70.50216,-84.335365,2024-12-06 10:51:16.881024896
43,14,0.0063470723,-70.56899,-86.826965,2024-12-06 11:51:16.881024896
43,15,-0.00047388172,-70.58179,-89.07013,2024-12-06 12:51:16.881024896
43,16,-0.027307084,-70.55437,-91.106735,2024-12-06 13:51:16.881024896
43,17,-0.054414365,-70.496376,-92.9705,2024-12-06 14:51:16.881024896
43,18,-0.034189835,-70.414635,-94.68903,2024-12-06 15:51:16.881024896
43,19,0.2619893,-70.31398,-96.285255,2024-12-06 16:51:16.881024896
43,20,0.010470076,-70.19779,-97.77838,2024-12-06 17:51:16.881024896
43,21,-0.044185173,-70.06842,-99.184685,2024-12-06 18:51:16.881024896
43,22,0.039690886,-69.92737,-100.518074,2024-12-06 19:51:16.881024896
43,23,0.024455978,-69.77553,-101.79057,2024-12-06 20:51:16.881024896
43,24,0.03343295,-69.61328,-103.01264,2024-12-06 21:51:16.881024896
43,25,0.015381577,-69.44056,-104.1935,2024-12-06 22:51:16.881024896
43,26,0.060794212,-69.31336,-105.000206,2024-12-06 23:51:16.881024896
44,5,0.0,-69.21893,-105.56781,2024-12-07 00:51:16.881024896
44,6,0.0,-69.06153,-106.463646,2024-12-07 01:51:16.881024896
44,7,-0.0029516462,-68.8532,-107.56711,2024-12-07 02:51:16.881024896
44,8,0.030596457,-68.63035,-108.65802,2024-12-07 03:51:16.881024896
44,9,0.13101725,-68.39093,-109.74228,2024-12-07 04:51:16.881024896
44,10,0.106011786,-68.13241,-110.82549,2024-12-07 05:51:16.881024896
44,11,0.16798946,-67.8516,-111.9131,2024-12-07 06:51:16.881024896
44,12,0.03585395,-67.544586,-113.01047,2024-12-07 07:51:16.881024896
44,13,-0.03105412,-67.20643,-114.122986,2024-12-07 08:51:16.881024896
44,14,0.028018236,-66.83095,-115.256165,2024-12-07 09:51:16.881024896
