nTimes,nXtrack,ColumnAmountSO2,latitude,longitude,time
44,14,-0.059028402,-68.38058,-71.562675,2024-12-11 06:57:37.889683072
44,15,-0.0072223013,-69.13117,-76.412926,2024-12-11 07:57:37.889683072
44,16,-0.016239135,-69.52651,-79.95479,2024-12-11 08:57:37.889683072
44,17,-0.0032570683,-69.77133,-83.03334,2024-12-11 09:57:37.889683072
44,18,0.22742283,-69.91307,-85.74805,2024-12-11 10:57:37.889683072
44,19,0.023178559,-69.98167,-88.169044,2024-12-11 11:57:37.889683072
44,20,-0.010090704,-69.99698,-90.348946,2024-12-11 12:57:37.889683072
44,21,0.13915946,-69.97259,-92.32886,2024-12-11 13:57:37.889683072
45,6,0.0,-69.918,-94.14172,2024-12-11 14:57:37.889683072
45,7,0.0036609839,-69.83993,-95.81443,2024-12-11 15:57:37.889683072
45,8,0.05295819,-69.743126,-97.369255,2024-12-11 16:57:37.889683072
45,9,0.020170534,-69.63094,-98.82484,2024-12-11 17:57:37.889683072
45,10,0.04698638,-69.505684,-100.19696,2024-12-11 18:57:37.889683072
45,11,0.011416845,-69.36884,-101.49912,2024-12-11 19:57:37.889683072
45,12,-0.022989798,-69.2213,-102.74297,2024-12-11 20:57:37.889683072
45,13,-0.025628567,-69.06343,-103.93867,2024-12-11 21:57:37.889683072
45,14,0.089153364,-68.89518,-105.095184,2024-12-11 22:57:37.889683072
45,15,0.16613598,-68.771164,-105.88594,2024-12-11 23:57:37.889683072
45,16,-0.012119451,-68.67904,-106.44267,2024-12-12 00:57:37.889683072
45,17,-0.12280424,-68.52538,-107.321945,2024-12-12 01:57:37.889683072
45,18,-0.0028374072,-68.321846,-108.40607,2024-12-12 02:57:37.889683072
45,19,0.04149687,-68.10392,-109.47906,2024-12-12 03:57:37.889683072
45,20,0.029287076,-67.8696,-110.54675,2024-12-12 04:57:37.889683072
45,21,0.024089918,-67.61635,-111.61474,2024-12-12 05:57:37.889683072
45,22,0.009838838,-67.341034,-112.688446,2024-12-12 06:57:37.889683072
45,23,0.016944274,-67.03974,-113.77329,2024-12-12 07:57:37.889683072
45,24,0.007016947,-66.70759,-114.87473,2024-12-12 08:57:37.889683072
45,25,0.005280468,-66.33842,-115.998436,2024-12-12 09:57:37.889683072
45,26,-0.054412015,-65.924385,-117.15039,2024-12-12 10:57:37.889683072
45,27,-0.14340504,-65.45536,-118.337204,2024-12-12 11:57:37.889683072
45,28,0.04107913,-64.91796,-119.56643,2024-12-12 12:57:37.889683072
45,29,0.05474363,-64.29409,-120.84725,2024-12-12 13:57:37.889683072
46,4,0.0,-63.558456,-122.191635,2024-12-12 14:57:37.889683072
46,5,0.0,-62.674118,-123.61659,2024-12-12 15:57:37.889683072
46,6,0.0,-61.583694,-125.14899,2024-12-12 16:57:37.889683072
46,7,0.020465994,-60.109257,-126.92582,2024-12-12 17:57:37.889683072
46,8,0.027244566,-68.80611,-71.435585,2024-12-12 18:57:37.889683072
46,9,-0.018532414,-69.56264,-76.37403,2024-12-12 19:57:37.889683072
46,10,-0.05412621,-69.960335,-79.986275,2024-12-12 20:57:37.889683072
46,11,-0.037477575,-70.205826,-83.12878,2024-12-12 21:57:37.889683072
46,12,0.063108556,-70.3471,-85.90113,2024-12-12 22:57:37.889683072
46,13,0.056156915,-70.414444,-88.373856,2024-12-12 23:57:37.889683072
46,14,0.120261975,-70.42793,-90.60013,2024-12-13 00:57:37.889683072
46,15,-0.013585555,-70.401344,-92.621605,2024-12-13 01:57:37.889683072
46,16,-0.048290942,-70.34428,-94.47182,2024-12-13 02:57:37.889683072
46,17,0.036305577,-70.263535,-96.17816,2024-12-13 03:57:37.889683072
46,18,-0.024393043,-70.16392,-97.76339,2024-12-13 04:57:37.889683072
46,19,-0.10999024,-70.048805,-99.24657,2024-12-13 05:57:37.889683072
46,20,-0.015141736,-69.92053,-100.64383,2024-12-13 06:57:37.889683072
46,21,-0.040442664,-69.7806,-101.96898,2024-12-13 07:57:37.889683072
46,22,0.050572407,-69.62991,-103.233925,2024-12-13 08:57:37.889683072
46,23,-0.018260129,-69.46883,-104.44906,2024-12-13 09:57:37.889683072
46,24,0.12032475,-69.297295,-105.623535,2024-12-13 10:57:37.889683072
46,25,-0.025512822,-69.17094,-106.42606,2024-12-13 11:57:37.889683072
46,26,-0.0627459,-69.07712,-106.99083,2024-12-13 12:57:37.889683072
46,27,0.10409765,-68.9207,-107.88235,2024-12-13 13:57:37.889683072
46,28,0.035099413,-68.71364,-108.98078,2024-12-13 14:57:37.889683072
46,29,-0.11057697,-68.49208,-110.06706,2024-12-13 15:57:37.889683072
46,30,0.031354137,-68.254,-111.14705,2024-12-13 16:57:37.889683072
46,31,0.07243066,-67.99685,-112.22636,2024-12-13 17:57:37.889683072
47,2,0.0,-67.71748,-113.310425,2024-12-13 18:57:37.889683072
47,3,0.0,-67.41195,-114.40463,2024-12-13 19:57:37.889683072
47,4,0.0,-67.07535,-115.51438,2024-12-13 20:57:37.889683072
47,5,0.0,-66.70149,-116.64524,2024-12-13 21:57:37.889683072
47,6,0.0,-66.28252,-117.80307,2024-12-13 22:57:37.889683072
47,7,0.0006961675,-65.80822,-118.9943,2024-12-13 23:57:37.889683072
47,8,-0.042504832,-65.26519,-120.226234,2024-12-14 00:57:37.889683072
47,9,0.026041877,-64.63527,-121.50775,2024-12-14 01:57:37.889683072
47,10,-0.0077055646,-63.89307,-122.85037,2024-12-14 02:57:37.889683072
47,11,-0.006507768,-63.001526,-124.27054,2024-12-14 03:57:37.889683072
47,12,-0.073994234,-61.903057,-125.79431,2024-12-14 04:57:37.889683072
47,13,0.035338353,-60.418865,-127.556564,2024-12-14 05:57:37.889683072
47,14,-0.020290703,-69.23074,-71.294044,2024-12-14 06:57:37.889683072
47,15,0.044529445,-69.993774,-76.32544,2024-12-14 07:57:37.889683072
47,16,-0.026698565,-70.39408,-80.0119,2024-12-14 08:57:37.889683072
47,17,0.02973595,-70.64037,-83.22187,2024-12-14 09:57:37.889683072
47,18,0.036326963,-70.78121,-86.055016,2024-12-14 10:57:37.889683072
47,19,0.10059661,-70.847275,-88.58225,2024-12-14 11:57:37.889683072
47,20,0.055228822,-70.8589,-90.85731,2024-12-14 12:57:37.889683072
47,21,0.027241506,-70.830025,-92.92247,2024-12-14 13:57:37.889683072
47,22,-0.048199076,-70.770386,-94.81184,2024-12-14 14:57:37.889683072
47,23,0.23342952,-70.68686,-96.5534,2024-12-14 15:57:37.889683072
47,24,-0.011584323,-70.58431,-98.17038,2024-12-14 16:57:37.889683072
47,25,0.055406004,-70.46617,-99.6823,2024-12-14 17:57:37.889683072
47,26,-0.021059815,-70.33476,-101.105675,2024-12-14 18:57:37.889683072
47,27,0.0028292416,-70.191635,-102.45465,2024-12-14 19:57:37.889683072
47,28,-0.018541876,-70.03768,-103.7414,2024-12-14 20:57:37.889683072
47,29,0.064259544,-69.87327,-104.97656,2024-12-14 21:57:37.889683072
47,30,0.0600603,-69.69835,-106.16948,2024-12-14 22:57:37.889683072
47,31,-0.2271064,-69.56957,-106.98407,2024-12-14 23:57:37.889683072
47,32,0.06635936,-69.47401,-107.55704,2024-12-15 00:57:37.889683072
47,33,0.30500254,-69.31475,-108.46103,2024-12-15 01:57:37.889683072
48,1,0.0,-69.10406,-109.574005,2024-12-15 02:57:37.889683072
48,2,0.0,-68.87877,-110.6737,2024-12-15 03:57:37.889683072
48,3,0.0,-68.63683,-111.76604,2024-12-15 04:57:37.889683072
48,4,0.0,-68.37571,-112.85665,2024-12-15 05:57:37.889683072
48,5,0.0,-68.0922,-113.95099,2024-12-15 06:57:37.889683072
48,6,0.0,-67.782364,-115.054375,2024-12-15 07:57:37.889683072
48,7,0.22296514,-67.441246,-116.17217,2024-12-15 08:57:37.889683072
48,8,0.014815682,-67.06266,-117.30983,2024-12-15 09:57:37.889683072
48,9,-0.011367743,-66.63868,-118.47309,2024-12-15 10:57:37.889683072
48,10,0.025039732,-66.1591,-119.668175,2024-12-15 11:57:37.889683072
48,11,0.01226799,-65.61046,-120.902145,2024-12-15 12:57:37.889683072
48,12,-0.025218979,-64.974525,-122.18353,2024-12-15 13:57:37.889683072
48,13,-0.048899557,-64.22586,-123.523415,2024-12-15 14:57:37.889683072
48,14,-0.002368977,-63.327286,-124.93764,2024-12-15 15:57:37.889683072
48,15,-0.008829995,-62.22108,-126.45138,2024-12-15 16:57:37.889683072
48,16,0.041383393,-60.727703,-128.19724,2024-12-15 17:57:37.889683072
48,17,0.09870514,-69.65505,-71.14654,2024-12-15 18:57:37.889683072
48,18,-0.0024084589,-70.42465,-76.27401,2024-12-15 19:57:37.889683072
48,19,-0.02336031,-70.827576,-80.03762,2024-12-15 20:57:37.889683072
48,20,0.009988245,-71.07463,-83.317894,2024-12-15 21:57:37.889683072
48,21,0.06363519,-71.21497,-86.214455,2024-12-15 22:57:37.889683072
48,22,-0.008333179,-71.279655,-88.79858,2024-12-15 23:57:37.889683072
48,23,-0.028509445,-71.28931,-91.12452,2024-12-16 00:57:37.889683072
48,24,0.04291059,-71.258026,-93.23518,2024-12-16 01:57:37.889683072
48,25,0.038531326,-71.19569,-95.165306,2024-12-16 02:57:37.889683072
48,26,0.03551417,-71.109245,-96.943436,2024-12-16 03:57:37.889683072
48,27,0.017872903,-71.00363,-98.593346,2024-12-16 04:57:37.889683072
48,28,-0.009404376,-70.88231,-100.13501,2024-12-16 05:57:37.889683072
48,29,0.037156913,-70.74764,-101.58536,2024-12-16 06:57:37.889683072
48,30,0.050713375,-70.60118,-102.95886,2024-12-16 07:57:37.889683072
48,31,0.25480464,-70.443825,-104.26802,2024-12-16 08:57:37.889683072
48,32,-0.0037695342,-70.27596,-105.5237,2024-12-16 09:57:37.889683072
48,33,-0.03332763,-70.09752,-106.73545,2024-12-16 10:57:37.889683072
48,34,-0.04614119,-69.96624,-107.56233,2024-12-16 11:57:37.889683072
49,0,0.059675112,-69.86886,-108.14365,2024-12-16 12:57:37.889683072
49,1,0.0,-69.706665,-109.060295,2024-12-16 13:57:37.889683072
49,2,0.0,-69.49222,-110.18796,2024-12-16 14:57:37.889683072
49,3,0.0,-69.26307,-111.30116,2024-12-16 15:57:37.889683072
49,4,0.0,-69.017166,-112.405876,2024-12-16 16:57:37.889683072
49,5,0.0,-68.75193,-113.50775,2024-12-16 17:57:37.889683072
49,6,-0.03494003,-68.46416,-114.61223,2024-12-16 18:57:37.889683072
49,7,-0.0017085791,-68.14988,-115.72462,2024-12-16 19:57:37.889683072
49,8,-0.026681192,-67.80414,-116.8502,2024-12-16 20:57:37.889683072
49,9,-0.032708734,-67.420685,-117.99433,2024-12-16 21:57:37.889683072
49,10,-0.00035779024,-66.99159,-119.16261,2024-12-16 22:57:37.889683072
49,11,0.017447622,-66.5066,-120.36105,2024-12-16 23:57:37.889683072
49,12,-0.012962338,-65.952194,-121.59647,2024-12-17 00:57:37.889683072
49,13,0.18349458,-65.31012,-122.87705,2024-12-17 01:57:37.889683072
49,14,-0.014902615,-64.55483,-124.213425,2024-12-17 02:57:37.889683072
49,15,-0.0016841526,-63.649075,-125.620804,2024-12-17 03:57:37.889683072
49,16,0.17773461,-62.534927,-127.12351,2024-12-17 04:57:37.889683072
49,17,-0.03687335,-61.03208,-128.85179,2024-12-17 05:57:37.889683072
49,18,0.07806926,-70.07907,-70.99047,2024-12-17 06:57:37.889683072
